titulo,zona,latitud,longitud,direccion_usada,geocoding_ok
"Piso en avenida de Concha Espina, 11, Bernabéu-Hispanoamérica, Madrid",chamartin,40.4519793,-3.6841899,"avenida de Concha Espina, 11, Madrid, España",True
"Estudio en calle de Carabelos, San Fermín, Madrid",usera,40.3758646,-3.69039,"calle de Carabelos, San Fermín, Madrid, España",True
"Ático en calle Peñalara, 39, Aravaca, Madrid",moncloa,40.4595187,-3.7992956,"calle Peñalara, 39, Aravaca, Madrid, España",True
"Piso en calle del Príncipe de Vergara, 205, El Viso, Madrid",chamartin,40.4497648,-3.678336,"calle del Príncipe de Vergara, 205, El Viso, Madrid, España",True
"Piso en calle deyanira, 59, Rejas, Madrid",san-blas,40.4432683,-3.5850512,"calle deyanira, 59, Rejas, Madrid, España",True
"Piso en calle Centeno, Zofío, Madrid",usera,40.3791066,-3.7151493,"calle Centeno, Zofío, Madrid, España",True
"Piso en calle de Alvarado, 17, Bellas Vistas, Madrid",tetuan,40.4506564,-3.7050404,"calle de Alvarado, 17, Bellas Vistas, Madrid, España",True
"Piso en calle San Agapito, Los Rosales, Madrid",villaverde,40.3521801,-3.6883847,"calle San Agapito, Los Rosales, Madrid, España",True
"Piso en calle Hermanos de Pablo, 15, Quintana, Madrid",ciudad-lineal,40.4365325,-3.6453632,"calle Hermanos de Pablo, 15, Quintana, Madrid, España",True
"Piso en calle de Granada, 22, Pacífico, Madrid",retiro,40.4043721,-3.6787665,"calle de Granada, 22, Pacífico, Madrid, España",True
"Piso en calle de Gaztambide, Vallehermoso, Madrid",chamberi,40.4409042,-3.7160623,"calle de Gaztambide, Vallehermoso, Madrid, España",True
"Piso en avenida de Santo Domingo de la Calzada, Las Tablas, Madrid",fuencarral,40.50533,-3.6660069,"avenida de Santo Domingo de la Calzada, Las Tablas, Madrid, España",True
"Piso en calle de Narváez, 60, Ibiza, Madrid",retiro,40.418775,-3.6763941,"calle de Narváez, 60, Ibiza, Madrid, España",True
"Dúplex en calle Tablada, s/n, Berruguete, Madrid",tetuan,40.4602916,-3.7016321,"calle Tablada, s/n, Berruguete, Madrid, España",True
"Piso en calle de Álava, Ventas, Madrid",ciudad-lineal,40.4310349,-3.6514003,"calle de Álava, Ventas, Madrid, España",True
"Estudio en calle de Antoñita Jiménez, Opañel, Madrid",carabanchel,40.3901348,-3.718077,"calle de Antoñita Jiménez, Opañel, Madrid, España",True
"Piso en calle de la Cava Alta, 15, Palacio, Madrid",centro,40.4121816,-3.7090888,"calle de la Cava Alta, 15, Palacio, Madrid, España",True
"Piso en 12 de Octubre-Orcasur, Madrid",usera,40.37546,-3.6959057,"12 de Octubre-Orcasur, Madrid, España",True
"Piso en calle Redecilla del Camino, 9, Las Tablas, Madrid",fuencarral,40.5060775,-3.6696933,"calle Redecilla del Camino, 9, Las Tablas, Madrid, España",True
"Piso en calle del Socorro, Casco Histórico de Vicálvaro, Madrid",vicalvaro,40.402025,-3.6070942,"calle del Socorro, Casco Histórico de Vicálvaro, Madrid, España",True
"Piso en calle de la Salud, Sol, Madrid",centro,40.4194042,-3.7032278,"calle de la Salud, Sol, Madrid, España",True
"Piso en calle Esperanza Macarena, 33, Los Rosales, Madrid",villaverde,40.3487156,-3.69003,"calle Esperanza Macarena, 33, Los Rosales, Madrid, España",True
"Piso en calle de San Pablo, 6, Águilas, Madrid",latina,40.3745972,-3.7643461,"calle de San Pablo, 6, Águilas, Madrid, España",True
"Piso en calle del Pintor Ribera, Bernabéu-Hispanoamérica, Madrid",chamartin,40.4539877,-3.6693368,"calle del Pintor Ribera, Madrid, España",True
"Piso en calle de Herminio Puertas, 47, Puerta del Ángel, Madrid",latina,40.4092285,-3.7369797,"calle de Herminio Puertas, 47, Puerta del Ángel, Madrid, España",True
"Piso en calle de Añastro, 6, Apóstol Santiago, Madrid",hortaleza,40.4687043,-3.6613904,"calle de Añastro, 6, Apóstol Santiago, Madrid, España",True
"Piso en calle de Torija, 6, Palacio, Madrid",centro,40.4208069,-3.7099354,"calle de Torija, 6, Palacio, Madrid, España",True
"Piso en calle de las Higueras, Lucero, Madrid",latina,40.4023515,-3.7451897,"calle de las Higueras, Lucero, Madrid, España",True
"Piso en calle de las Magnolias, Ventilla-Almenara, Madrid",tetuan,40.4706343,-3.6911568,"calle de las Magnolias, Madrid, España",True
"Piso en calle de Jesús del Valle, Malasaña-Universidad, Madrid",centro,40.4244734,-3.7042117,"calle de Jesús del Valle, Malasaña-Universidad, Madrid, España",True
"Piso en calle de Ramón Pérez de Ayala, 74, Numancia, Madrid",puente-de-vallecas,40.4007575,-3.6514897,"calle de Ramón Pérez de Ayala, 74, Numancia, Madrid, España",True
"Ático en plaza de la Independencia, Jerónimos, Madrid",retiro,40.4196051,-3.6886974,"plaza de la Independencia, Jerónimos, Madrid, España",True
"Piso en calle de Gabriel Ruiz, 1, Pradolongo, Madrid",usera,40.3848128,-3.7063568,"calle de Gabriel Ruiz, 1, Pradolongo, Madrid, España",True
"Piso en calle del Golfo de Salónica, 45, Costillares, Madrid",ciudad-lineal,40.4795329,-3.6636829,"calle del Golfo de Salónica, 45, Costillares, Madrid, España",True
"Ático en calle del Áncora, Palos de la Frontera, Madrid",arganzuela,40.4027774,-3.689133,"calle del Áncora, Palos de la Frontera, Madrid, España",True
"Piso en calle de Agustina de Aragón, Lista, Madrid",barrio-de-salamanca,40.4316008,-3.6728736,"calle de Agustina de Aragón, Lista, Madrid, España",True
"Piso en calle de Carcastillo, 9, Abrantes, Madrid",carabanchel,40.3788579,-3.7333522,"calle de Carcastillo, 9, Abrantes, Madrid, España",True
"Piso en Padilla, Lista, Madrid",barrio-de-salamanca,40.4312959,-3.6781459,"Padilla, Lista, Madrid, España",True
"Piso en calle de Valverde, Malasaña-Universidad, Madrid",centro,40.4219077,-3.7017951,"calle de Valverde, Malasaña-Universidad, Madrid, España",True
"Piso en plaza de José Moreno Villa, Argüelles, Madrid",moncloa,40.4244413,-3.7128473,"plaza de José Moreno Villa, Argüelles, Madrid, España",True
"Piso en ronda del Sur, 193, Entrevías, Madrid",puente-de-vallecas,40.3735168,-3.6644064,"ronda del Sur, 193, Entrevías, Madrid, España",True
"Piso en calle de Ponzano, s/n, Nuevos Ministerios-Ríos Rosas, Madrid",chamberi,40.4424748,-3.6990086,"calle de Ponzano, Madrid, España",True
"Piso en calle de la Constancia, s/n, Prosperidad, Madrid",chamartin,40.443946,-3.6701659,"Prosperidad, Madrid, España",True
"Estudio en calle del Nuncio, Palacio, Madrid",centro,40.4133079,-3.7095642,"calle del Nuncio, Palacio, Madrid, España",True
"Piso en calle de Eduardo Barreiros, 7, 12 de Octubre-Orcasur, Madrid",usera,40.3721324,-3.6951875,"calle de Eduardo Barreiros, 7, Madrid, España",True
"Dúplex en Portazgo, Madrid",puente-de-vallecas,40.3930132,-3.659194,"Portazgo, Madrid, España",True
"Piso en ronda del Sur, 190, Entrevías, Madrid",puente-de-vallecas,40.3735168,-3.6644064,"ronda del Sur, 190, Entrevías, Madrid, España",True
"Piso en calle de Santa Bárbara, Malasaña-Universidad, Madrid",centro,40.424272,-3.7012677,"calle de Santa Bárbara, Malasaña-Universidad, Madrid, España",True
"Chalet en Conde Orgaz-Piovera, Madrid",hortaleza,40.4504211,-3.645769,"Conde Orgaz-Piovera, Madrid, España",True
"Piso en calle de Gerardo Cordón, 36, Ventas, Madrid",ciudad-lineal,40.4266635,-3.6537953,"calle de Gerardo Cordón, 36, Ventas, Madrid, España",True
"Estudio en Pueblo Nuevo, Madrid",ciudad-lineal,40.4350329,-3.644171,"Pueblo Nuevo, Madrid, España",True
"Piso en paseo de los Lanceros, 1, Campamento, Madrid",latina,40.3946832,-3.7682788,"Campamento, Madrid, España",True
"Piso en calle de Antonio Arias, Ibiza, Madrid",retiro,40.4173515,-3.6715083,"calle de Antonio Arias, Ibiza, Madrid, España",True
"Piso en calle del Padre Xifré, Prosperidad, Madrid",chamartin,40.443946,-3.6701659,"Prosperidad, Madrid, España",True
"Piso en calle Virgen del Sagrario, Concepción, Madrid",ciudad-lineal,40.4370867,-3.6501482,"calle Virgen del Sagrario, Concepción, Madrid, España",True
"Dúplex en calle de Henri Dunant, Nueva España, Madrid",chamartin,40.4602483,-3.6824266,"calle de Henri Dunant, Nueva España, Madrid, España",True
"Ático en Indalecio Fernández, 40, 12 de Octubre-Orcasur, Madrid",usera,40.3809791,-3.694001,"Indalecio Fernández, 40, Madrid, España",True
"Piso en calle Antonio Vicent, Comillas, Madrid",carabanchel,40.3949124,-3.7114064,"calle Antonio Vicent, Comillas, Madrid, España",True
"Piso en calle Andújar, Puerta del Ángel, Madrid",latina,40.4095397,-3.7292367,"calle Andújar, Puerta del Ángel, Madrid, España",True
"Ático en calle de Mauricio Legendre, Castilla, Madrid",chamartin,40.4822199,-3.6828249,"calle de Mauricio Legendre, Castilla, Madrid, España",True
"Estudio en calle de Atocha, Huertas-Cortes, Madrid",centro,40.4095089,-3.6930873,"calle de Atocha, Madrid, España",True
"Piso en calle Prádena del Rincón, Prosperidad, Madrid",chamartin,41.045478,-3.5401239,"calle Prádena del Rincón, Madrid, España",True
"Piso en calle de Yocasta, Rejas, Madrid",san-blas,40.4444071,-3.5930287,"calle de Yocasta, Rejas, Madrid, España",True
"Piso en Buenavista, Buena Vista, Madrid",carabanchel,40.3682912,-3.7439776,"Buenavista, Madrid, España",True
"Piso en calle de Villablanca, Ambroz, Madrid",vicalvaro,40.4121614,-3.6017478,"Ambroz, Madrid, España",True
"Piso en calle de Parvillas Altas, 11, Villaverde Alto, Madrid",villaverde,40.3446925,-3.7078483,"calle de Parvillas Altas, 11, Villaverde Alto, Madrid, España",True
"Piso en calle de la Libertad, 3, Chueca-Justicia, Madrid",centro,40.4203632,-3.697448,"calle de la Libertad, 3, Chueca-Justicia, Madrid, España",True
"Piso en calle Sorgo, Valdeacederas, Madrid",tetuan,40.4689329,-3.7057567,"calle Sorgo, Valdeacederas, Madrid, España",True
"Piso en calle Gran Vía, 41, Palacio, Madrid",centro,40.4712929,-3.8714769,"calle Gran Vía, 41, Madrid, España",True
"Ático en Villaescusa, 62, Pueblo Nuevo, Madrid",ciudad-lineal,40.4217651,-3.631864,"Villaescusa, 62, Pueblo Nuevo, Madrid, España",True
"Chalet pareado en calle de Gabriel y Galán, Ciudad Jardín, Madrid",chamartin,40.4487115,-3.6738706,"Ciudad Jardín, Madrid, España",True
"Piso en calle de Godella, 115, San Cristóbal, Madrid",villaverde,40.3411195,-3.6880927,"calle de Godella, 115, San Cristóbal, Madrid, España",True
"Ático en calle de Hermosilla, Goya, Madrid",barrio-de-salamanca,40.4258873,-3.6748209,"calle de Hermosilla, Goya, Madrid, España",True
"Piso en calle de Armengot, San Isidro, Madrid",carabanchel,40.3968745,-3.7192678,"calle de Armengot, San Isidro, Madrid, España",True
"Piso en calle de la Aduana, Sol, Madrid",centro,40.418347,-3.7010998,"calle de la Aduana, Sol, Madrid, España",True
"Piso en calle de Castelló, 124, Castellana, Madrid",barrio-de-salamanca,40.4372536,-3.6804304,"calle de Castelló, 124, Castellana, Madrid, España",True
"Piso en avenida de los Apóstoles, 11, Puerta del Ángel, Madrid",latina,40.4065741,-3.7395426,"avenida de los Apóstoles, 11, Puerta del Ángel, Madrid, España",True
"Piso en calle de Zaragoza, Sol, Madrid",centro,40.415359,-3.7061172,"calle de Zaragoza, Sol, Madrid, España",True
"Dúplex en calle Nogales, Acacias, Madrid",arganzuela,40.4026388,-3.7088938,"calle Nogales, Acacias, Madrid, España",True
"Piso en calle de Tembleque, Aluche, Madrid",latina,40.3951784,-3.7603162,"calle de Tembleque, Aluche, Madrid, España",True
"Piso en Jeronimo Iborra, Buena Vista, Madrid",carabanchel,40.3751616,-3.7505171,"Jeronimo Iborra, Madrid, España",True
"Piso en calle de Alcalá, 418, Simancas, Madrid",san-blas,40.4394233,-3.6321647,"calle de Alcalá, 418, Simancas, Madrid, España",True
"Piso en calle de Emilia, 36, Ventilla-Almenara, Madrid",tetuan,40.4712435,-3.6968478,"calle de Emilia, 36, Madrid, España",True
"Piso en calle de Buitrago del Lozoya, 23, Peñagrande, Madrid",fuencarral,40.471881,-3.7169615,"calle de Buitrago del Lozoya, 23, Peñagrande, Madrid, España",True
"Chalet pareado en avenida de Fuentelarreina, Ciudad Universitaria, Madrid",moncloa,40.4438005,-3.7264206,"Ciudad Universitaria, Madrid, España",True
"Chalet adosado en calle de Sambara, Quintana, Madrid",ciudad-lineal,40.4356576,-3.6471022,"Quintana, Madrid, España",True
"Piso en calle Sierra Madrona, Numancia, Madrid",puente-de-vallecas,40.3981625,-3.661049,"calle Sierra Madrona, Numancia, Madrid, España",True
"Ático en paseo de la Castellana, s/n, Bernabéu-Hispanoamérica, Madrid",chamartin,40.4617183,-3.6892115,"paseo de la Castellana, Madrid, España",True
"Casa o chalet independiente en avenida de Ramón y Cajal, 16, Ciudad Jardín, Madrid",chamartin,40.4487115,-3.6738706,"Ciudad Jardín, Madrid, España",True
"Piso en Divino Pastor, Malasaña-Universidad, Madrid",centro,40.4276387,-3.7039648,"Divino Pastor, Malasaña-Universidad, Madrid, España",True
"Piso en avenida del Doctor García Tapia, Horcajo, Madrid",moratalaz,40.4063866,-3.6260902,"avenida del Doctor García Tapia, Horcajo, Madrid, España",True
"Piso en calle San Herculano, 3, Canillejas, Madrid",san-blas,40.4413625,-3.6101015,"calle San Herculano, 3, Canillejas, Madrid, España",True
"Piso en calle Peralejo, San Fermín, Madrid",usera,40.3728364,-3.6933428,"calle Peralejo, San Fermín, Madrid, España",True
"Piso en avenida Doctor Federico Rubio y Galí, Bellas Vistas, Madrid",tetuan,40.4526848,-3.7072396,"Bellas Vistas, Madrid, España",True
"Piso en calle de Serrano, 108, Castellana, Madrid",barrio-de-salamanca,40.4348831,-3.686361,"calle de Serrano, 108, Castellana, Madrid, España",True
"Ático en avenida del Planetario, 34, Legazpi, Madrid",arganzuela,40.3869633,-3.690249,"avenida del Planetario, 34, Legazpi, Madrid, España",True
"Piso en calle de Alcalá, 90, Goya, Madrid",barrio-de-salamanca,40.4233722,-3.6785433,"calle de Alcalá, 90, Goya, Madrid, España",True
"Piso en avenida de Guadalajara, Rosas, Madrid",san-blas,40.4236401,-3.6088882,"avenida de Guadalajara, Rosas, Madrid, España",True
"Casa o chalet independiente en calle de Pardo Bazán, Bernabéu-Hispanoamérica, Madrid",chamartin,40.453057,-3.6883531,"Bernabéu-Hispanoamérica, Madrid, España",True
"Piso en calle del Príncipe de Vergara, 4, Goya, Madrid",barrio-de-salamanca,40.4232991,-3.6801334,"calle del Príncipe de Vergara, 4, Goya, Madrid, España",True
"Ático en Rosas, Madrid",san-blas,40.4257471,-3.6006842,"Rosas, Madrid, España",True
"Estudio en calle de Santa Polonia, 10, Huertas-Cortes, Madrid",centro,40.4135236,-3.6984082,"Huertas-Cortes, Madrid, España",True
"Piso en calle de Asunción Castell, 1, Cuatro Caminos, Madrid",tetuan,40.4549174,-3.7013342,"calle de Asunción Castell, 1, Cuatro Caminos, Madrid, España",True
"Piso en avenida de Secundino Zuazo, Valdebebas - Valdefuentes, Madrid",hortaleza,40.4956028,-3.6218469,"avenida de Secundino Zuazo, Madrid, España",True
"Piso en travesía del Doctor Sánchez, 3 --1, San Diego, Madrid",puente-de-vallecas,40.3922796,-3.6674239,"San Diego, Madrid, España",True
"Estudio en calle de Amaniel, Malasaña-Universidad, Madrid",centro,40.4271053,-3.7095514,"calle de Amaniel, Malasaña-Universidad, Madrid, España",True
"Piso en calle de Recaredo, El Viso, Madrid",chamartin,40.441382,-3.6801589,"calle de Recaredo, El Viso, Madrid, España",True
"Piso en avenida de San Luis, 13, Pinar del Rey, Madrid",hortaleza,40.4721032,-3.6532254,"avenida de San Luis, 13, Pinar del Rey, Madrid, España",True
"Piso en calle de La Masó, 20, Mirasierra, Madrid",fuencarral,40.4877394,-3.7137388,"calle de La Masó, 20, Mirasierra, Madrid, España",True
"Piso en calle de Guadalajara, Palomas, Madrid",hortaleza,40.4541003,-3.6150437,"calle de Guadalajara, Palomas, Madrid, España",True
"Piso en calle Cañete, San Isidro, Madrid",carabanchel,40.3923549,-3.734499,"calle Cañete, San Isidro, Madrid, España",True
"Estudio en calle de Daganzo, Prosperidad, Madrid",chamartin,40.4621526,-3.4829708,"calle de Daganzo, Madrid, España",True
"Ático en calle de Caleruega, Costillares, Madrid",ciudad-lineal,40.4808117,-3.6703884,"calle de Caleruega, Costillares, Madrid, España",True
"Piso en calle del Apóstol Santiago, Ventas, Madrid",ciudad-lineal,40.4256536,-3.6547326,"calle del Apóstol Santiago, Ventas, Madrid, España",True
"Ático en calle de Santa Isabel, Lavapiés-Embajadores, Madrid",centro,40.4099081,-3.6969317,"calle de Santa Isabel, Lavapiés-Embajadores, Madrid, España",True
"Ático en calle de Hortaleza, Chueca-Justicia, Madrid",centro,40.4229452,-3.699153,"calle de Hortaleza, Chueca-Justicia, Madrid, España",True
"Piso en calle de la Encomienda de Palacios, Pavones, Madrid",moratalaz,40.3975823,-3.6359573,"calle de la Encomienda de Palacios, Pavones, Madrid, España",True
"Ático en calle de María de las Mercedes de Borbón, 282, Valdebebas - Valdefuentes, Madrid",hortaleza,40.4924604,-3.6126919,"calle de María de las Mercedes de Borbón, 282, Valdebebas - Valdefuentes, Madrid, España",True
"Ático en calle de la Luna, 12, Malasaña-Universidad, Madrid",centro,40.4220781,-3.7056397,"calle de la Luna, 12, Malasaña-Universidad, Madrid, España",True
"Estudio en calle de Embajadores, 198, Delicias, Madrid",arganzuela,40.3978494,-3.6971907,"calle de Embajadores, 198, Delicias, Madrid, España",True
"Piso en Humilladero, 7, Palacio, Madrid",centro,40.4103236,-3.7102696,"Humilladero, 7, Palacio, Madrid, España",True
"Piso en calle de Navalmoral de la Mata, 25, Águilas, Madrid",latina,40.3775405,-3.7776307,"calle de Navalmoral de la Mata, 25, Águilas, Madrid, España",True
"Piso en calle Campiña, Entrevías, Madrid",puente-de-vallecas,40.3785783,-3.6697102,"calle Campiña, Entrevías, Madrid, España",True
"Piso en calle de Santiago Cordero, 15, Valdeacederas, Madrid",tetuan,40.4678617,-3.7010788,"calle de Santiago Cordero, 15, Valdeacederas, Madrid, España",True
"Estudio en El Viso, Madrid",chamartin,40.4448882,-3.6847127,"El Viso, Madrid, España",True
"Piso en calle del Duque de Osuna, 6, Malasaña-Universidad, Madrid",centro,40.42514,-3.7118533,"calle del Duque de Osuna, 6, Madrid, España",True
"Piso en calle de Cobos de Segovia, 1, Imperial, Madrid",arganzuela,40.4062677,-3.7192035,"calle de Cobos de Segovia, 1, Imperial, Madrid, España",True
